PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
3591,23109,0,6524,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12478,JFK,US,United States,2013,8
3640,45307,0,6750,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,14645,RUH,SA,Saudi Arabia,2013,12
3646,124208,0,6750,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,14645,RUH,SA,Saudi Arabia,2013,7
3665,166628,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,5
3679,64640,0,6593,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,12472,JED,SA,Saudi Arabia,2013,12
3699,125763,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,12
3719,138343,0,6750,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,14645,RUH,SA,Saudi Arabia,2013,6
3739,167836,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,7
3747,132196,0,6524,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,14645,RUH,SA,Saudi Arabia,2013,7
3815,152761,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,6
3978,67923,0,6593,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12264,IAD,US,United States,2013,8
3980,142837,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,12
4032,171439,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,1
4106,46946,0,6750,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12264,IAD,US,United States,2013,8
4227,180814,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,6
4312,137702,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,8
4488,21131,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,1
0,1624,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2014,4
0,75680,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,5
0,72380,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,7
0,76340,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,11
0,159720,0,6514,VIQ,Volga-Dnepr Airlines,12472,JED,SA,Saudi Arabia,13230,MDT,US,United States,2014,1
0,105600,0,6148,VIQ,Volga-Dnepr Airlines,14259,PSM,US,United States,12472,JED,SA,Saudi Arabia,2014,1
0,21054,0,6524,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12478,JFK,US,United States,2014,2
0,69960,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,8
0,3652,0,6524,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12478,JFK,US,United States,2014,10
